id;name;geoid;geoname;value;datetime
541;Previsión de la producción eólica nacional peninsular;;;5459;2017-01-05T23:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;5264;2017-01-06T00:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;5045;2017-01-06T01:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;4642;2017-01-06T02:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;4376;2017-01-06T03:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;4318;2017-01-06T04:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;4178;2017-01-06T05:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3873;2017-01-06T06:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3537;2017-01-06T07:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3485;2017-01-06T08:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3515;2017-01-06T09:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3266;2017-01-06T10:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;2969;2017-01-06T11:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;2778;2017-01-06T12:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;2626;2017-01-06T13:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;2559;2017-01-06T14:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;2553;2017-01-06T15:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;2670;2017-01-06T16:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;2852;2017-01-06T17:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3153;2017-01-06T18:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3384;2017-01-06T19:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3537;2017-01-06T20:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;3933;2017-01-06T21:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;4095;2017-01-06T22:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;4168;2017-01-06T23:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;4105;2017-01-07T00:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;4205;2017-01-07T01:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;4485;2017-01-07T02:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;4732;2017-01-07T03:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;4724;2017-01-07T04:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;4617;2017-01-07T05:00:00+01:00
541;Previsión de la producción eólica nacional peninsular;;;4485;2017-01-07T06:00:00+01:00
